formula,Layer Group,Layer Group Number,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,TotalAtomNumber,MaximumAtomNumber,MinimumAtomNumber,AverageAtomNumber,SpecificValue,AtomNumberVariance
Ag2S2Tl2,pm2_1n,32,Ag2 S2 Tl2,16,81,65,48,22,16,65,88,23,76.33333333,7.777777778,65,32.065,204.3833,172.3183,114.7721667,59.74075556,32.065,388.36,1234.93,846.57,733.43,334.3333333,388.36,11,16,5,13.33333333,1.777777778,11,3,6,3,4.666666667,1.111111111,3,105,145,40,131.6666667,17.77777778,105,1.62,2.58,0.96,2.043333333,0.357777778,1.62,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,6,27,21,14.66666667,8.222222222,6,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,16.33,26.91,10.58,23.00895833,4.452638889,16.33,0,2.202,2.202,0.734,0.978666667,0,0,0,0,0,0,0,70,225,155,163,62,70,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.113636364,0.113636364,0.454545455,0.318181818,1,0.205784147,0.036640094,-2.00553699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
Al2Br2S2,pm2_1n,32,Al2 Br2 S2,13,35,22,21.33333333,9.111111111,13,73,95,22,85.33333333,8.222222222,73,26.9815386,79.904,52.9224614,46.3168462,22.39143587,26.9815386,265.8,933.47,667.67,529.21,269.5066667,265.8,13,17,4,15.33333333,1.555555556,13,3,4,1,3.333333333,0.444444444,3,105,121,16,115.3333333,6.888888889,105,1.61,2.96,1.35,2.383333333,0.515555556,1.61,2,2,0,2,0,2,1,5,4,3.333333333,1.555555556,1,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,3,17,14,8.666666667,5.555555556,3,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,16.48,29.48,13,23.915625,4.957083333,16.48,0,2.202,2.202,1.219666667,0.813111111,0,0,0,0,0,0,0,64,225,161,119.6666667,70.22222222,64,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.230769231,0.384615385,0.384615385,0,1,0.365948438,0.067890179,-2.308052931,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
As4Sn4Tl4,pb2_1a,33,As4 Sn4 Tl4,33,81,48,54.66666667,17.55555556,33,76,84,8,80,2.666666667,76,74.9216,204.3833,129.4617,132.6716333,47.80777778,74.9216,505.08,1090,584.92,724.0266667,243.9822222,505.08,13,15,2,14,0.666666667,13,4,6,2,5,0.666666667,4,119,145,26,134.3333333,10.22222222,119,1.62,2.18,0.56,1.92,0.2,1.62,2,2,0,2,0,2,1,3,2,2,0.666666667,1,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,14,27,13,18.66666667,5.555555556,14,0,0,0,0,0,0,3,5,2,4,0.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0.666666667,3,22.175,33.285,11.11,27.45666667,3.885555556,22.175,0,0,0,0,0,0,0,0,0,0,0,0,141,194,53,167,18,141,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.107142857,0.107142857,0.535714286,0.25,1,0.075405485,0.012879885,-1.905793581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
Br4I4Pd4,pb2_1a,33,Br4 I4 Pd4,35,53,18,44.66666667,6.444444444,35,62,96,34,84.33333333,14.88888889,62,79.904,126.90447,47.00047,104.40949,16.33699333,79.904,265.8,1828.05,1562.25,826.9,667.4333333,265.8,10,17,7,14.66666667,3.111111111,10,4,5,1,4.666666667,0.444444444,4,120,139,19,132.6666667,8.444444444,120,2.2,2.96,0.76,2.606666667,0.271111111,2.2,0,2,2,1.333333333,0.888888889,0,0,5,5,3.333333333,2.222222222,0,10,10,0,10,0,10,0,0,0,0,0,0,10,17,7,14.66666667,3.111111111,10,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,0,14.41,43.015,28.605,28.96833333,9.705555556,14.41,0,1.457,1.457,0.839666667,0.559777778,0,0,0,0,0,0,0,64,225,161,117.6666667,71.55555556,64,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.090909091,0.227272727,0.681818182,0,1,0.134458538,0.023136938,-2.587410539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
Cl4I4Pb4,pb2_1a,33,Cl4 I4 Pb4,17,82,65,50.66666667,22.44444444,17,81,96,15,90.33333333,6.222222222,81,35.453,207.2,171.747,123.1858233,58.48854889,35.453,171.6,600.61,429.01,386.3533333,143.1688889,171.6,14,17,3,16,1.333333333,14,3,6,3,4.666666667,1.111111111,3,102,146,44,129,18,102,2.33,3.16,0.83,2.716666667,0.295555556,2.33,2,2,0,2,0,2,2,5,3,4,1.333333333,2,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,7,28,21,17.33333333,7.111111111,7,0,0,0,0,0,0,1,4,3,2,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,1.333333333,1,24.4975,43.015,18.5175,31.87416667,7.427222222,24.4975,0,2.493,2.493,1.185,0.872,0,0,0,0,0,0,0,64,225,161,117.6666667,71.55555556,64,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.115384615,0.230769231,0.384615385,0.269230769,1,0.158210251,0.027294992,-2.69551372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
Ga2S3,cm2m,35,Ga2 S3,16,31,15,22,7.2,16,74,88,14,82.4,6.72,88,32.065,69.723,37.658,47.1282,18.07584,32.065,302.91,388.36,85.45,354.18,41.016,388.36,13,16,3,14.8,1.44,16,3,4,1,3.4,0.48,3,105,122,17,111.8,8.16,105,1.81,2.58,0.77,2.272,0.3696,2.58,2,2,0,2,0,2,1,4,3,2.8,1.44,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,13,7,8.8,3.36,6,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,18.8575,25.786875,6.929375,23.015125,3.3261,25.786875,0,2.202,2.202,1.3212,1.05696,2.202,0,0,0,0,0,0,64,70,6,67.6,2.88,70,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.227272727,0.318181818,0.454545455,0,1,0.13776291,0.033063098,-2.238944115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,2.5,1,0.01
Ga2Se3,cm2m,35,Ga2 Se3,31,34,3,32.8,1.44,34,74,89,15,83,7.2,89,69.723,78.96,9.237,75.2652,4.43376,78.96,302.91,494,191.09,417.564,91.7232,494,13,16,3,14.8,1.44,16,4,4,0,4,0,4,120,122,2,120.8,0.96,120,1.81,2.55,0.74,2.254,0.3552,2.55,2,2,0,2,0,2,1,4,3,2.8,1.44,4,10,10,0,10,0,10,0,0,0,0,0,0,13,16,3,14.8,1.44,16,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,18.8575,25.92,7.0625,23.095,3.39,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,64,50,34,24,14,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.135135135,0.189189189,0.675675676,0,1,0.127942572,0.030706217,-2.223287049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,2.5,1,0.01
Ga4Te6,cm2m,35,Ga4 Te6,31,52,21,43.6,10.08,52,74,90,16,83.6,7.68,90,69.723,127.6,57.877,104.4492,27.78096,127.6,302.91,722.66,419.75,554.76,201.48,722.66,13,16,3,14.8,1.44,16,4,5,1,4.6,0.48,5,122,138,16,131.6,7.68,138,1.81,2.1,0.29,1.984,0.1392,2.1,2,2,0,2,0,2,1,4,3,2.8,1.44,4,10,10,0,10,0,10,0,0,0,0,0,0,13,16,3,14.8,1.44,16,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,18.8575,34.76333333,15.90583333,28.401,7.6348,34.76333333,0,0.464,0.464,0.2784,0.22272,0.464,0,0,0,0,0,0,64,152,88,116.8,42.24,152,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.135135135,0.189189189,0.675675676,0,1,0.020805516,0.004993324,-1.978805035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,4,5,2,0.01
Au2Li2Se2,cm2e,36,Au2 Li2 Se2,3,79,76,38.66666667,26.88888889,3,1,89,88,52,34,1,6.941,196.966569,190.025569,94.28918967,68.45158622,6.941,453.69,1337.33,883.64,761.6733333,383.7711111,453.69,1,16,15,9.333333333,5.555555556,1,2,6,4,4,1.333333333,2,120,136,16,128,5.333333333,120,0.98,2.55,1.57,2.023333333,0.695555556,0.98,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,14,8.666666667,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.59333333,25.92,9.326666667,19.73777778,4.121481481,16.59333333,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.095238095,0.095238095,0.476190476,0.333333333,0,0.460020984,0.10175834,-1.851540961,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
Li2S2Tl2,cm2e,36,Li2 S2 Tl2,3,81,78,33.33333333,31.77777778,3,1,88,87,55,36,1,6.941,204.3833,197.4423,81.12976667,82.16902222,6.941,388.36,577,188.64,473.0166667,69.32222222,388.36,1,16,15,10,6,1,2,6,4,3.666666667,1.555555556,2,105,145,40,126,14,105,0.98,2.58,1.6,1.726666667,0.568888889,0.98,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,3.333333333,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,11.33333333,10.44444444,1,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,16.59333333,26.91,10.31666667,23.09673611,4.335601852,16.59333333,0,2.202,2.202,0.734,0.978666667,0,0,0,0,0,0,0,70,229,159,164.3333333,62.88888889,70,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.147058824,0.147058824,0.294117647,0.411764706,1,0.472707576,0.08620259,-1.600001042,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
Au4Na4Se4,cm2e,36,Au4 Na4 Se4,11,79,68,41.33333333,25.11111111,11,2,89,87,52.33333333,33.55555556,2,22.98976928,196.966569,173.9767997,99.63877943,64.88519305,22.98976928,370.87,1337.33,966.46,734.0666667,402.1755556,370.87,1,16,15,9.333333333,5.555555556,1,3,6,3,4.333333333,1.111111111,3,120,166,46,140.6666667,16.88888889,120,0.93,2.55,1.62,2.006666667,0.717777778,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,14,8.666666667,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,29.24333333,12.54333333,23.95444444,4.836296296,16.7,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.095238095,0.095238095,0.476190476,0.333333333,0,0.48112901,0.106452908,-1.81950093,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
CrOF2,pmmm,37,Cr1 O1 F2,8,24,16,12.5,5.75,9,49,93,44,80.5,15.75,93,15.9994,51.9961,35.9967,26.4980766,12.7490117,18.9984032,53.5,2180,2126.5,585.45,797.275,53.5,6,17,11,14,4,17,2,4,2,2.5,0.75,2,57,139,82,79.75,29.625,57,1.66,3.98,2.32,3.265,0.8025,3.98,1,2,1,1.75,0.375,2,0,5,5,3.5,1.75,5,0,5,5,1.25,1.875,0,0,0,0,0,0,0,6,7,1,6.5,0.5,7,0,1,1,0.25,0.375,0,0,2,2,1,0.5,1,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.5,1.75,1,9.105,11.19,2.085,9.9275,0.63125,9.7075,0,1.97,1.97,0.985,0.985,1.97,0,0,0,0,0,0,12,229,217,67.75,80.625,15,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,0.269230769,0.538461538,0.192307692,0,0,0.739616569,0.135434552,-3.083955968,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1.333333333,1,0.013888889
OOsBr2,pmmm,37,O1 Os1 Br2,8,76,68,38.5,18.75,35,57,95,38,83.5,13.25,95,15.9994,190.23,174.2306,91.50935,49.360325,79.904,54.8,3306,3251.2,973.1,1166.45,265.8,8,17,9,14.5,3.25,17,2,6,4,4,1,4,66,144,78,112.5,23.25,120,2.2,3.44,1.24,2.89,0.345,2.96,2,2,0,2,0,2,0,5,5,3.5,1.75,5,0,10,10,6.5,3.5,10,0,14,14,3.5,5.25,0,6,22,16,15.5,4.75,17,0,0,0,0,0,0,0,2,2,1,0.5,1,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,2,1,1,9.105,29.48,20.375,20.53875,8.94125,29.48,0,1.457,1.457,0.7285,0.7285,1.457,0,0,0,0,0,0,12,194,182,83.5,55.25,64,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,0.129032258,0.225806452,0.419354839,0.225806452,1,0.319140971,0.043750193,-2.853587122,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1.333333333,1,0.013888889
OOsCl2,pmmm,37,O1 Os1 Cl2,8,76,68,29.5,23.25,17,57,94,37,83,13,94,15.9994,190.23,174.2306,69.28385,60.473075,35.453,54.8,3306,3251.2,926,1190,171.6,8,17,9,14.5,3.25,17,2,6,4,3.5,1.25,3,66,144,78,103.5,20.25,102,2.2,3.44,1.24,2.99,0.395,3.16,2,2,0,2,0,2,0,5,5,3.5,1.75,5,0,6,6,1.5,2.25,0,0,14,14,3.5,5.25,0,6,22,16,10.5,5.75,7,0,0,0,0,0,0,0,2,2,1,0.5,1,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,2,1,1,9.105,24.4975,15.3925,18.0475,6.45,24.4975,0,2.493,2.493,1.2465,1.2465,2.493,0,0,0,0,0,0,12,194,182,83.5,55.25,64,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,0.19047619,0.333333333,0.142857143,0.333333333,1,0.319140971,0.048095475,-2.948416427,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1.333333333,1,0.013888889
Ag2Au2Se2,pmma,41,Ag2 Au2 Se2,34,79,45,53.33333333,17.11111111,34,65,89,24,73.33333333,10.44444444,65,78.96,196.966569,118.006569,127.9315897,46.02331956,78.96,494,1337.33,843.33,1022.086667,352.0577778,494,11,16,5,12.66666667,2.222222222,11,4,6,2,5,0.666666667,4,120,145,25,133.6666667,9.111111111,120,1.93,2.55,0.62,2.34,0.273333333,1.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,11,25,14,17.33333333,5.111111111,11,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.33,25.92,9.59,19.65,4.18,16.33,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,225,211,154.6666667,93.77777778,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.076923077,0.076923077,0.576923077,0.269230769,0,0.091626826,0.020053456,-2.320832168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
