formula,Layer Group,Layer Group Number,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,TotalAtomNumber,MaximumAtomNumber,MinimumAtomNumber,AverageAtomNumber,SpecificValue,AtomNumberVariance
Br2Cl2Pt2,pb11,12,Br2 Cl2 Pt2,17,78,61,43.33333333,23.11111111,17,63,95,32,84,14,63,35.453,195.084,159.631,103.4803333,61.06911111,35.453,171.6,2041.4,1869.8,826.2666667,810.0888889,171.6,10,17,7,14.66666667,3.111111111,10,3,6,3,4.333333333,1.111111111,3,102,136,34,119.3333333,11.55555556,102,2.28,3.16,0.88,2.8,0.346666667,2.28,1,2,1,1.666666667,0.444444444,1,0,5,5,3.333333333,2.222222222,0,0,10,10,6.333333333,4.222222222,0,0,14,14,4.666666667,6.222222222,0,7,24,17,16,6,7,0,1,1,0.333333333,0.444444444,0,0,1,1,0.666666667,0.444444444,0,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,15.02,29.48,14.46,22.99916667,5.319444444,15.02,0,2.493,2.493,1.316666667,0.877777778,0,0,0,0,0,0,0,64,225,161,117.6666667,71.55555556,64,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.104166667,0.208333333,0.395833333,0.291666667,1,0.176012567,0.032792361,-2.773136286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
Br2Cr2I2,pb11,12,Br2 Cr2 I2,24,53,29,37.33333333,10.44444444,24,49,96,47,80,20.66666667,49,51.9961,126.90447,74.90837,86.26819,27.09085333,51.9961,265.8,2180,1914.2,944.2166667,823.8555556,265.8,6,17,11,13.33333333,4.888888889,6,4,5,1,4.333333333,0.444444444,4,120,139,19,132.6666667,8.444444444,120,1.66,2.96,1.3,2.426666667,0.511111111,1.66,1,2,1,1.666666667,0.444444444,1,0,5,5,3.333333333,2.222222222,0,5,10,5,8.333333333,2.222222222,5,0,0,0,0,0,0,6,17,11,13.33333333,4.888888889,6,0,1,1,0.333333333,0.444444444,0,0,1,1,0.666666667,0.444444444,0,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,1,6,5,2.666666667,2.222222222,1,11.19,43.015,31.825,27.895,11.13666667,11.19,0,1.457,1.457,0.839666667,0.559777778,0,0,0,0,0,0,0,64,229,165,119,73.33333333,64,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.125,0.25,0.625,0,0,0.344593746,0.065337969,-2.355558053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
CdGeSSeBr2,cm11,13,Cd1 Ge1 S1 Se1 Br2,16,48,32,33.33333333,6.222222222,35,70,95,25,86,7.666666667,95,32.065,112.411,80.346,75.98066667,15.75211111,79.904,265.8,1211.4,945.6,536.5966667,244.1422222,265.8,12,17,5,15.33333333,1.555555556,17,3,5,2,4,0.333333333,4,105,144,39,121.5,7.5,120,1.69,2.96,1.27,2.458333333,0.405555556,2.96,2,2,0,2,0,2,0,5,5,3.333333333,1.555555556,5,0,10,10,8.333333333,2.777777778,10,0,0,0,0,0,0,6,17,11,13.66666667,3.111111111,17,0,0,0,0,0,0,0,4,4,1.666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.666666667,1,1,19.495,29.48,9.985,25.5278125,2.851875,29.48,0,2.202,2.202,1.049666667,0.655666667,1.457,0,0,0,0,0,0,14,225,211,105.1666667,69.55555556,64,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.146341463,0.243902439,0.609756098,0,1,0.331838254,0.04842072,-2.409744578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
GeBr3Hf3Te5,cm11,13,Ge1 Br3 Hf3 Te5,32,72,40,51.08333333,11.22222222,52,45,95,50,79.08333333,17.05555556,90,72.64,178.49,105.85,123.8185,30.487,127.6,265.8,2506,2240.2,1095.008333,724.8944444,722.66,4,17,13,13.08333333,4.541666667,16,4,6,2,4.916666667,0.611111111,5,120,175,55,141.25,16.875,138,1.3,2.96,1.66,2.1075,0.42625,2.1,2,2,0,2,0,2,0,5,5,3.083333333,1.722222222,4,2,10,8,8,3,10,0,14,14,3.5,5.25,0,14,18,4,16.58333333,0.916666667,16,0,0,0,0,0,0,0,4,4,1.416666667,0.916666667,2,0,8,8,2,3,0,0,0,0,0,0,0,1,8,7,3.416666667,2.388888889,2,22.2,34.76333333,12.56333333,29.32180556,4.613703704,34.76333333,0,1.457,1.457,0.5895,0.43375,0.464,0,0,0,0,0,0,64,225,161,146.5833333,41.29166667,152,4,0.552770798,0.470518014,0.428912104,0.419922667,0.417167834,0.120603015,0.185929648,0.48241206,0.211055276,0,0.497871894,0.070848359,-2.022242081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,1,3,1,0.013888889
Br2Mn2O3,cm11,13,Br2 Mn2 O3,8,35,27,20.57142857,10.7755102,8,52,95,43,79.28571429,15.59183673,87,15.9994,79.904,63.9046,45.38318429,25.18610082,15.9994,54.8,1519,1464.2,533.4285714,563.1836735,54.8,7,17,10,13.71428571,3.836734694,16,2,4,2,3.142857143,0.979591837,2,66,139,73,102.2857143,31.10204082,66,1.55,3.44,1.89,2.762857143,0.693061224,3.44,2,2,0,2,0,2,0,5,5,3.142857143,1.795918367,4,0,10,10,4.285714286,3.673469388,0,0,0,0,0,0,0,6,17,11,9.428571429,4.326530612,6,0,0,0,0,0,0,0,2,2,1.142857143,0.734693878,2,0,5,5,1.428571429,2.040816327,0,0,0,0,0,0,0,1,5,4,2.571428571,1.387755102,2,9.105,29.48,20.375,15.3214532,8.09059817,9.105,0,1.457,1.457,0.416285714,0.594693878,0,0,0.000310121,0.000310121,8.86E-05,0.00012658,0,12,217,205,85.42857143,75.18367347,12,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,0.212121212,0.333333333,0.454545455,0,1,0.590584604,0.111142686,-2.62415134,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2.333333333,1,0.004535147
NbZr3Se8,p2/m11,14,Nb1 Zr3 Se8,34,41,7,36.08333333,2.777777778,34,44,89,45,74.25,19.66666667,89,78.96,92.90638,13.94638,83.18819833,5.637597778,78.96,494,2750,2256,1090.5,795.3333333,494,4,16,12,12.08333333,5.222222222,16,4,5,1,4.333333333,0.444444444,4,120,175,55,137.4166667,23.22222222,120,1.33,2.55,1.22,2.165833333,0.512222222,2.55,1,2,1,1.916666667,0.152777778,2,0,4,4,2.666666667,1.777777778,4,2,10,8,7.5,3.333333333,10,0,0,0,0,0,0,4,16,12,12.08333333,5.222222222,16,0,1,1,0.083333333,0.152777778,0,0,2,2,1.333333333,0.888888889,2,0,8,8,2.5,3.333333333,0,0,0,0,0,0,0,2,8,6,3.916666667,2.555555556,2,18.18,25.92,7.74,24.59375,1.768333333,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,76.91666667,83.88888889,14,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.15862069,0.220689655,0.620689655,0,0,0.310714689,0.063383291,-2.084489423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.25,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
NiPd3Se8,p2/m11,14,Ni1 Pd3 Se8,28,46,18,36.5,4.75,34,61,89,28,79.91666667,12.11111111,89,58.6934,106.42,47.7266,84.13611667,11.14194167,78.96,494,1828.05,1334.05,930.3458333,581.7944444,494,10,16,6,14,2.666666667,16,4,5,1,4.25,0.375,4,120,139,19,125.0833333,6.958333333,120,1.91,2.55,0.64,2.409166667,0.187777778,2.55,0,2,2,1.5,0.75,2,0,4,4,2.666666667,1.777777778,4,8,10,2,9.833333333,0.305555556,10,0,0,0,0,0,0,10,16,6,14,2.666666667,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,2,2,0.166666667,0.305555556,0,0,0,0,0,0,0,0,2,2,1.5,0.75,2,10.32,25.92,15.6,21.7425,5.57,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0.5953947,0.5953947,0.049616225,0.090963079,0,14,225,211,84.33333333,93.77777778,14,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.107142857,0.19047619,0.702380952,0,0,0.097331588,0.01086756,-2.399119631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
PdPt3O8,p2/m11,14,Pd1 Pt3 O8,8,78,70,28.66666667,27.55555556,8,62,87,25,78.91666667,10.77777778,87,15.9994,195.084,179.0846,68.3056,69.7416,15.9994,54.8,2041.4,1986.6,699.2208333,859.2277778,54.8,10,16,6,14,2.666666667,16,2,6,4,3.25,1.666666667,2,66,139,73,89.58333333,31.44444444,66,2.2,3.44,1.24,3.046666667,0.524444444,3.44,0,2,2,1.583333333,0.555555556,2,0,4,4,2.666666667,1.777777778,4,0,10,10,3.083333333,4.111111111,0,0,14,14,3.5,5.25,0,6,24,18,10.83333333,6.583333333,6,0,1,1,0.25,0.375,0,0,2,2,1.333333333,0.888888889,2,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,2,2,1.833333333,0.305555556,2,9.105,15.02,5.915,11.02583333,2.561111111,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.146153846,0.246153846,0.284615385,0.323076923,1,0.319140971,0.065373808,-2.990367496,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
Nb4S12,p2_1/m11,15,Nb4 S12,16,41,25,22.25,9.375,16,47,88,41,77.75,15.375,88,32.065,92.90638,60.84138,47.275345,22.8155175,32.065,388.36,2750,2361.64,978.77,885.615,388.36,5,16,11,13.25,4.125,16,3,5,2,3.5,0.75,3,105,164,59,119.75,22.125,105,1.6,2.58,0.98,2.335,0.3675,2.58,1,2,1,1.75,0.375,2,0,4,4,3,1.5,4,0,4,4,1,1.5,0,0,0,0,0,0,0,5,6,1,5.75,0.375,6,0,1,1,0.25,0.375,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,7,5,3.25,1.875,2,18.18,25.786875,7.606875,23.88515625,2.852578125,25.786875,0,2.202,2.202,1.6515,0.82575,2.202,0,0,0,0,0,0,70,229,159,109.75,59.625,70,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,0.304347826,0.52173913,0.173913043,0,0,0.213450798,0.040022025,-2.289521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,12,4,8,4,0.0625
Nb4Se12,p2_1/m11,15,Nb4 Se12,34,41,7,35.75,2.625,34,47,89,42,78.5,15.75,89,78.96,92.90638,13.94638,82.446595,5.2298925,78.96,494,2750,2256,1058,846,494,5,16,11,13.25,4.125,16,4,5,1,4.25,0.375,4,120,164,44,131,16.5,120,1.6,2.55,0.95,2.3125,0.35625,2.55,1,2,1,1.75,0.375,2,0,4,4,3,1.5,4,4,10,6,8.5,2.25,10,0,0,0,0,0,0,5,16,11,13.25,4.125,16,0,1,1,0.25,0.375,0,0,2,2,1.5,0.75,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,7,5,3.25,1.875,2,18.18,25.92,7.74,23.985,2.9025,25.92,0,0.799,0.799,0.59925,0.299625,0.799,0,0,0,0,0,0,14,229,215,67.75,80.625,14,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,0.132075472,0.226415094,0.641509434,0,0,0.201982698,0.037871756,-2.269525836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,12,4,8,4,0.0625
Ta4S12,p2_1/m11,15,Ta4 S12,16,73,57,30.25,21.375,16,48,88,40,78,15,88,32.065,180.94788,148.88288,69.28572,55.83108,32.065,388.36,3290,2901.64,1113.77,1088.115,388.36,5,16,11,13.25,4.125,16,3,6,3,3.75,1.125,3,105,170,65,121.25,24.375,105,1.5,2.58,1.08,2.31,0.405,2.58,2,2,0,2,0,2,0,4,4,3,1.5,4,0,3,3,0.75,1.125,0,0,14,14,3.5,5.25,0,6,19,13,9.25,4.875,6,0,0,0,0,0,0,0,2,2,1.5,0.75,2,0,7,7,1.75,2.625,0,0,0,0,0,0,0,2,7,5,3.25,1.875,2,18.12,25.786875,7.666875,23.87015625,2.875078125,25.786875,0,2.202,2.202,1.6515,0.82575,2.202,0,0,0,0,0,0,70,229,159,109.75,59.625,70,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,0.216216216,0.324324324,0.081081081,0.378378378,0,0.252932697,0.047424881,-2.252877586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,12,4,8,4,0.0625
As4Ni4S4,p2/b11,16,As4 Ni4 S4,16,33,17,25.66666667,6.444444444,16,61,88,27,77.66666667,11.11111111,61,32.065,74.9216,42.8566,55.22666667,15.44111111,32.065,388.36,1728,1339.64,1068.786667,453.6177778,388.36,10,16,6,13.66666667,2.444444444,10,3,4,1,3.666666667,0.444444444,3,105,124,19,116,7.333333333,105,1.91,2.58,0.67,2.223333333,0.237777778,1.91,2,2,0,2,0,2,0,4,4,2.333333333,1.555555556,0,0,10,10,6,4,0,0,0,0,0,0,0,6,15,9,10.33333333,3.111111111,6,0,0,0,0,0,0,0,3,3,1.666666667,1.111111111,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,2,3,1,2.333333333,0.444444444,2,10.32,25.786875,15.466875,19.42729167,6.071527778,10.32,0,2.202,2.202,0.734,0.978666667,0,0,0.5953947,0.5953947,0.1984649,0.264619867,0,70,225,155,153.6666667,55.77777778,70,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.193548387,0.225806452,0.580645161,0,0,0.10615688,0.018158597,-2.206496226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
As4Pd4S4,p2/b11,16,As4 Pd4 S4,16,46,30,31.66666667,10.44444444,16,62,88,26,78,10.66666667,62,32.065,106.42,74.355,71.13553333,26.04702222,32.065,388.36,1828.05,1439.69,1102.136667,483.9422222,388.36,10,16,6,13.66666667,2.444444444,10,3,5,2,4,0.666666667,3,105,139,34,121,12,105,2.18,2.58,0.4,2.32,0.173333333,2.18,0,2,2,1.333333333,0.888888889,0,0,4,4,2.333333333,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,0,0,0,0,0,6,15,9,10.33333333,3.111111111,6,0,0,0,0,0,0,0,3,3,1.666666667,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.666666667,1.111111111,0,14.41,25.786875,11.376875,20.790625,4.25375,14.41,0,2.202,2.202,0.734,0.978666667,0,0,0,0,0,0,0,70,225,155,153.6666667,55.77777778,70,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.129032258,0.225806452,0.64516129,0,0,0.039210561,0.008307414,-2.312950261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
As4Pd4Se4,p2/b11,16,As4 Pd4 Se4,33,46,13,37.66666667,5.555555556,33,62,89,27,78.33333333,10.88888889,62,74.9216,106.42,31.4984,86.7672,13.10186667,74.9216,494,1828.05,1334.05,1137.35,460.4666667,494,10,16,6,13.66666667,2.444444444,10,4,5,1,4.333333333,0.444444444,4,119,139,20,126,8.666666667,119,2.18,2.55,0.37,2.31,0.16,2.18,0,2,2,1.333333333,0.888888889,0,0,4,4,2.333333333,1.555555556,0,10,10,0,10,0,10,0,0,0,0,0,0,10,16,6,13.66666667,2.444444444,10,0,0,0,0,0,0,0,3,3,1.666666667,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.666666667,1.111111111,0,14.41,25.92,11.51,20.835,4.283333333,14.41,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,225,211,135,80.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.097560976,0.170731707,0.731707317,0,0,0.033645949,0.00710075,-2.303950363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
Os2Cl8,p2_1/b11,17,Os2 Cl8,17,76,59,28.8,18.88,17,57,94,37,86.6,11.84,94,35.453,190.23,154.777,66.4084,49.52864,35.453,171.6,3306,3134.4,798.48,1003.008,171.6,8,17,9,15.2,2.88,17,3,6,3,3.6,0.96,3,102,144,42,110.4,13.44,102,2.2,3.16,0.96,2.968,0.3072,3.16,2,2,0,2,0,2,0,5,5,4,1.6,5,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,7,22,15,10,4.8,7,0,0,0,0,0,0,0,1,1,0.8,0.32,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,14.09,24.4975,10.4075,22.416,3.3304,24.4975,0,2.493,2.493,1.9944,0.79776,2.493,0,0,0,0,0,0,64,194,130,90,41.6,64,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,0.2,0.4,0.12,0.28,1,0.205784147,0.032925464,-2.939234267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,2,5,2,0.09
